event	event_label	time	line_id	landmark_label	landmark_type	relatum_label	relatum_type	relation_type	change_type	change_on	attribute_type	outdates	makes_effective
13	boulevard de courcelles || Ouverture || Ordonnance du Bureau des finances du 16 janvier 1789	1789-01-16	10063_ouverture	Boulevard de Courcelles	boulevard				transition	attribute	geometry
672	rue de wattignies || Historique || Précédemment rue Marceau		14137_historique	Rue de Wattignies	rue				transition	attribute	name	rue Marceau	rue de Wattignies
673	rue de wattignies || Numérotation || Arrêté du 22 octobre 1875	1875-10-22	14137_numérotation	Rue de Wattignies	rue				numerotation	landmark
674	rue de wattignies || Ouverture || Décret du 28 juillet 1862	1862-07-28	14137_ouverture_1	Rue de Wattignies	rue				transition	attribute	geometry
675	rue de wattignies || Ouverture || Elle a été percée en 1866 suivant un tracé différent de celui qui était prévu à l'origine	1866	14137_ouverture_2	Rue de Wattignies	rue				transition	attribute	geometry
677	voie au/18 || Classement || Arrêté municipal du 3 août 1994	1994-08-03	14160_classement	Voie Au/18	voie				classement	landmark
678	voie bk/18 || Historique || Bretelle de liaison aménagée à l'occasion de la création du boulevard Périphérique		14381_historique	Voie BK/18	voie				appearance	landmark
679	voie bf/16 || Historique || Bretelle de liaison aménagée à l'occasion de la création du boulevard Périphérique		14435_historique	Voie Bf/16	voie				appearance	landmark
680	voie bk/16 || Historique || Bretelle de liaison aménagée à l'occasion de la création du boulevard Périphérique		14444_historique	Voie Bk/16	voie				appearance	landmark
681	voie dk/13 || Historique || Bretelle de liaison aménagée à l'occasion de la création du boulevard Périphérique		14518_historique	Voie DK/13	voie				appearance	landmark
682	voie bo/17 || Historique || Bretelle de liaison aménagée à l'occasion de la création du boulevard Périphérique		14537_historique	Voie BO/17	voie				appearance	landmark
683	allée des bouleaux || Historique || Située autrefois sur le territoire de Neuilly-sur-Seine, annexé à Paris par décret du 18 avril 1929	1929-04-18	14553_historique	Allée des Bouleaux	allée	Neuilly-sur-Seine	municipality	within	disappearance	relation
683	allée des bouleaux || Historique || Située autrefois sur le territoire de Neuilly-sur-Seine, annexé à Paris par décret du 18 avril 1929	1929-04-18	14553_historique	Allée des Bouleaux	allée	Paris	municipality	within	appearance	relation
684	route du bac || Historique || Située autrefois sur le territoire de Charenton-le-Pont annexé à Paris par décret du 18 avril 1929	1929-04-18	14624_historique	Route du Bac	route	Charenton-le-Pont	municipality	within	disappearance	relation
684	route du bac || Historique || Située autrefois sur le territoire de Charenton-le-Pont annexé à Paris par décret du 18 avril 1929	1929-04-18	14624_historique	Route du Bac	route	Paris	municipality	within	disappearance	relation
685	route des bosquets || Historique || Située autrefois sur le territoire de Fontenay-sous-Bois annexé à Paris par décret du 18 avril 1929	1929-04-18	14630_historique	Route des Bosquets	route	Fontenay-sous-Bois	municipality	within	disappearance	relation
685	route des bosquets || Historique || Située autrefois sur le territoire de Fontenay-sous-Bois annexé à Paris par décret du 18 avril 1929	1929-04-18	14630_historique	Route des Bosquets	route	Paris	municipality	within	disappearance	relation
686	route lemoine || Historique || Située autrefois sur le territoire de Saint-Mandé annexé à Paris par décret du 18 avril 1929	1929-04-18	14668_historique	Route Lemoine	route	Paris	municipality	within	disappearance	relation
686	route lemoine || Historique || Située autrefois sur le territoire de Saint-Mandé annexé à Paris par décret du 18 avril 1929	1929-04-18	14668_historique	Route Lemoine	route	Saint-Mandé	municipality	within	disappearance	relation
687	avenue de nogent || Dénomination || Arrêté préfectoral du 23 janvier 1930	1930-01-23	14675_dénomination	Avenue de Nogent	avenue				transition	attribute	name		avenue de Nogent
688	avenue de nogent || Historique || Précédemment partie de la RN 34, située autrefois sur les territoires de Vincennes, Fontenay-sous-Bois, Nogent-sur-Marne annexés à Paris par décret du 18 avril 1929	1929-04-18	14675_historique	Avenue de Nogent	avenue	Paris	municipality	within	apprearance	landmark
688	avenue de nogent || Historique || Précédemment partie de la RN 34, située autrefois sur les territoires de Vincennes, Fontenay-sous-Bois, Nogent-sur-Marne annexés à Paris par décret du 18 avril 1929	1929-04-18	14675_historique	Avenue de Nogent	avenue	Saint-Mandé	municipality	within	disapprearance	landmark
688	avenue de nogent || Historique || Précédemment partie de la RN 34, située autrefois sur les territoires de Vincennes, Fontenay-sous-Bois, Nogent-sur-Marne annexés à Paris par décret du 18 avril 1929	1929-04-18	14675_historique	Avenue de Nogent	avenue	Vincennes	municipality	within	disapprearance	landmark
689	route nouvelle || Historique || Située autrefois sur le territoire de Saint-Maurice annexé à Paris par décret du 18 avril 1929	1929-04-18	14677_historique	Route Nouvelle	route	Paris	municipality	within	disappearance	relation
689	route nouvelle || Historique || Située autrefois sur le territoire de Saint-Maurice annexé à Paris par décret du 18 avril 1929	1929-04-18	14677_historique	Route Nouvelle	route	Saint-Maurice	municipality	within	disappearance	relation
690	route de la tourelle || Historique || Située autrefois sur les territoires de Vincennes et Saint-Mandé annexés à Paris par décret du 18 avril 1929	1929-04-18	14705_historique_1	Route de la Tourelle	route	Paris	municipality	within	disappearance	relation
690	route de la tourelle || Historique || Située autrefois sur les territoires de Vincennes et Saint-Mandé annexés à Paris par décret du 18 avril 1929	1929-04-18	14705_historique_1	Route de la Tourelle	route	Saint-Mandé	municipality	within	appearance	relation
690	route de la tourelle || Historique || Située autrefois sur les territoires de Vincennes et Saint-Mandé annexés à Paris par décret du 18 avril 1929	1929-04-18	14705_historique_1	Route de la Tourelle	route	Vincennes	municipality	within	appearance	relation
691	route de la tourelle || Historique || Ella a englobé la route de la Tourelle à Gravelle		14705_historique_2	Route de la Tourelle	route				transition	attribute	geometry
691	route de la tourelle || Historique || Ella a englobé la route de la Tourelle à Gravelle		14705_historique_2	Route de la Tourelle à Gravelle	route				disappearance	landmark
692	villa alexandre tansman || Classement || Arrêté municipal du 29 avril 1997	1997-04-29	14773_classement	Villa Alexandre Tansman	villa				classement	landmark
693	villa alexandre tansman || Dénomination || Arrêté municipal du 30 décembre 1999	1999-12-30	14773_dénomination	Villa Alexandre Tansman	villa				transition	attribute	name		villa Alexandre Tansman
695	allée pierre bérégovoy || Dénomination || Délibération municipale du 25 et 26 mars 2013	2013-03-26	14836_dénomination	Allée Pierre Bérégovoy	allée				transition	attribute	name		allée Pierre Bérégovoy
696	place du lieutenant henri karcher || Dénomination || Arrêté municipal du 12 décembre 2000	2000-12-12	14852_dénomination	Place du Lieutenant Henri Karcher	place				transition	attribute	name		place du Lieutenant Henri Karcher
697	rue des berges hennequines || Dénomination || Arrêté municipal du 22 janvier 2001	2001-01-22	14861_dénomination	Rue des Berges Hennequines	rue				transition	attribute	name		rue des Berges Hennequines
698	rue des berges hennequines || Historique || Voie du plan d'aménagement de zone \"Alésia Montsouris\", précédemment dénommée AM/14		14861_historique	Rue des Berges Hennequines	rue				transition	attribute	name	voie AM/14	rue des Berges Hennequines
699	rue de buenos aires || Classement || Décret du 4 février 1911	1911-02-04	14870_classement	Rue de Buenos Aires	rue				classement	landmark
700	rue de buenos aires || Dénomination || Arrêté municipal du 12 décembre 2001	2001-12-12	14870_dénomination	Rue de Buenos Aires	rue				transition	attribute	name		rue de Buenos Aires
701	rue de buenos aires || Historique || Voie précédemment dénommée rue de Buenos Ayres		14870_historique	Rue de Buenos Aires	rue				transition	attribute	name	rue de Buenos Ayres	rue de Buenos Aires
702	rue de buenos aires || Numérotation || Arrêté du 7 novembre 1911	1911-11-07	14870_numérotation	Rue de Buenos Aires	rue				numerotation	landmark
703	rue de buenos aires || Ouverture || Ouverte par la Ville de Paris en 1880	1880	14870_ouverture	Rue de Buenos Aires	rue				transition	attribute	geometry
704	rue thomas francine || Dénomination || Arrêté municipal du 6 août 2001	2001-08-06	14871_dénomination	Rue Thomas Francine	rue				transition	attribute	name		rue Thomas Francine
705	rue thomas francine || Historique || Voie créée dans le cadre de l'aménagement de la Zac `Alésia-Montsouris`		14871_historique_1	Rue Thomas Francine	rue				transition	attribute	geometry
706	rue thomas francine || Historique || Précédement voie BL/14		14871_historique_2	Rue Thomas Francine	rue				transition	attribute	name	voie BL/14	rue Thomas Francine
707	rue du chevalier de saint-george || Dénomination || Arrêté municipal du 4 février 2002	2002-02-04	14873_dénomination	Rue du Chevalier de Saint-George	rue				transition	attribute	name		rue du Chevalier de Saint-George
708	rue du chevalier de saint-george || Historique || Voie précédemment dénommée rue Richepance		14873_historique_1	Rue du Chevalier de Saint-George	rue				transition	attribute	name	rue Richepance	rue du Chevalier de Saint-George
710	rue du chevalier de saint-george || Ouverture || Elle a été percée en 1807	1807	14873_ouverture	Rue du Chevalier de Saint-George	rue				transition	attribute	geometry
711	place mireille et jacques renouvin || Dénomination || Délibération municipale du 26, 27 et 28 mai 2015	2015-05-28	14875_dénomination	Place Mireille et Jacques Renouvin	place				transition	attribute	name		place Mireille et Jacques Renouvin
712	passage des crayons || Dénomination || Décision municipale du 23 avril 2004	2004-04-23	14928_dénomination	Passage des Crayons	passage				transition	attribute	name		passage des Crayons
713	passage des crayons || Historique || Précédemment dénommée voie ES/13		14928_historique	Passage des Crayons	passage				transition	attribute	name	voie ES/13	passage des Crayons
714	esplanade jacques chaban-delmas || Dénomination || Arrêté municipal du 19 août 2004	2004-08-19	14954_dénomination	Esplanade Jacques Chaban-Delmas	esplanade				transition	attribute	name		esplanade Jacques Chaban-Delmas
715	esplanade jacques chaban-delmas || Historique || Précédemment, partie de la place El Salvador		14954_historique	Esplanade Jacques Chaban-Delmas	esplanade				transition	attribute	geometry
715	esplanade jacques chaban-delmas || Historique || Précédemment, partie de la place El Salvador		14954_historique	Place El Salvador	place				transition	attribute	geometry
716	allée pierre-christian taittinger || Dénomination || Délibération municipale du 26 et 27 septembre 2011	2011-09-27	14964_dénomination	Allée Pierre-Christian Taittinger	allée				transition	attribute	name		allée Pierre-Christian Taittinger
717	passerelle léopold sédar senghor || Dénomination || Arrêté municipal du 19 mai 2006	2006-05-19	14969_dénomination	Passerelle Léopold Sédar Senghor	passerelle				transition	attribute	name		passerelle Léopold Sédar Senghor
718	passerelle léopold sédar senghor || Historique || Antérieurement dénommé pont de Solférino, construit en exécution d'un décret du 26 juillet 1858, démoli en 1961, puis passerelle Solférino, reconstruite en 1999	1858-07-26	14969_historique	Passerelle Léopold Sédar Senghor	passerelle				transition	attribute	name	pont de Solférino
720	place jean gabin || Dénomination || Arrêté municipal du 14 novembre 2006	2006-11-14	14975_dénomination	Place Jean Gabin	place				transition	attribute	name		place Jean Gabin
721	parvis, place notre-dame, jean-paul ii || Dénomination || Arrêté municipal du 2 août 2006	2006-08-02	14990_dénomination	Parvis-place Notre-Dame - Jean-Paul Ii	place				transition	attribute	name		parvis-place Notre-Dame - Jean-Paul Ii
722	parvis, place notre-dame, jean-paul ii || Historique || Précédemment place du Parvis Notre-Dame et antérieurement Parvis Notre-Dame et rue Neuve Notre-Dame		14990_historique_1	Parvis-place Notre-Dame - Jean-Paul II	place				transition	attribute	name	place du Parvis Notre-Dame	parvis-place Notre-Dame - Jean-Paul II
723	parvis, place notre-dame, jean-paul ii || Historique || Le Parvis Notre-Dame a été appelée parvis de la Raison en l'an II		14990_historique_2	Parvis-place Notre-Dame - Jean-Paul II	place				transition	attribute	name	parvis Notre-Dame	parvis de la Raison
724	parvis, place notre-dame, jean-paul ii || Historique || Les rues Neuve Notre-Dame et Saint-Christophe ont été englobées dans la place du Parvis Notre-Dame vers 1874, lors de l'exécution des alignements approuvés le 22 mai 1865	1874	14990_historique_3	Rue Neuve Notre-Dame	rue				disappearance	landmark
724	parvis, place notre-dame, jean-paul ii || Historique || Les rues Neuve Notre-Dame et Saint-Christophe ont été englobées dans la place du Parvis Notre-Dame vers 1874, lors de l'exécution des alignements approuvés le 22 mai 1865	1874	14990_historique_3	Rue Saint-Christophe	rue				disappearance	landmark
726	place gabriel garcia marquez || Dénomination || Délibération municipale du 17, 18 et 19 mai 2016	2016-05-19	15067_dénomination	Place Gabriel Garcia Marquez	place				transition	attribute	name		place Gabriel Garcia Marquez
727	place jean ferrat || Dénomination || Délibération municipale du 19 et 20 mars 2012	2012-03-20	15073_dénomination	Place Jean Ferrat	place				transition	attribute	name		place Jean Ferrat
728	allée joseph récamier || Dénomination || Décision municipale du 14 juin 2016	2016-06-14	15080_dénomination	Allée Joseph Récamier	allée				transition	attribute	name		allée Joseph Récamier
